country,co2_per_capita,renewables_share_energy,fossil_share_energy,low_carbon_share_energy,gdp,cluster,cluster_label
Chile,2.181,20.524,79.476,20.524,92570918701.0,2,"Moderate CO₂, Balanced Energy"
Chile,2.181,21.023,78.977,21.023,100109709187.0,2,"Moderate CO₂, Balanced Energy"
Chile,2.085,21.658,78.342,21.658,106358277083.0,2,"Moderate CO₂, Balanced Energy"
Chile,1.728,25.437,74.563,25.437,92080692234.0,2,"Moderate CO₂, Balanced Energy"
Chile,1.719,26.607,73.393,26.607,89603038518.0,2,"Moderate CO₂, Balanced Energy"
Chile,1.803,26.551,73.449,26.551,94938076265.0,2,"Moderate CO₂, Balanced Energy"
Chile,1.718,29.063,70.937,29.063,96833632000.0,2,"Moderate CO₂, Balanced Energy"
Chile,1.749,30.114,69.886,30.114,102072825000.0,2,"Moderate CO₂, Balanced Energy"
Chile,1.752,31.031,68.969,31.031,108707265000.0,2,"Moderate CO₂, Balanced Energy"
Chile,2.046,27.316,72.684,27.316,116634121000.0,2,"Moderate CO₂, Balanced Energy"
Chile,2.423,20.759,79.241,20.759,129084510000.0,2,"Moderate CO₂, Balanced Energy"
Chile,2.449,18.081,81.919,18.081,133955187000.0,2,"Moderate CO₂, Balanced Energy"
Chile,2.261,23.018,76.982,23.018,143694660776.0,2,"Moderate CO₂, Balanced Energy"
Chile,2.305,27.187,72.813,27.187,160277244361.0,2,"Moderate CO₂, Balanced Energy"
Chile,2.418,26.38,73.62,26.38,170385338997.0,2,"Moderate CO₂, Balanced Energy"
Chile,2.653,24.851,75.149,24.851,178942754051.0,2,"Moderate CO₂, Balanced Energy"
Chile,2.861,24.921,75.079,24.921,196694148759.0,2,"Moderate CO₂, Balanced Energy"
Chile,3.273,21.55,78.45,21.55,209865805164.0,2,"Moderate CO₂, Balanced Energy"
Chile,3.746,20.921,79.079,20.921,222279419403.0,2,"Moderate CO₂, Balanced Energy"
Chile,3.785,17.196,82.804,17.196,227977542773.0,2,"Moderate CO₂, Balanced Energy"
Chile,4.009,14.538,85.462,14.538,224771940848.0,2,"Moderate CO₂, Balanced Energy"
Chile,3.773,18.856,81.144,18.856,233340518904.0,2,"Moderate CO₂, Balanced Energy"
Chile,3.374,21.061,78.939,21.061,239642803054.0,2,"Moderate CO₂, Balanced Energy"
Chile,3.458,21.834,78.166,21.834,243288829547.0,2,"Moderate CO₂, Balanced Energy"
Chile,3.438,21.012,78.988,21.012,250723122339.0,2,"Moderate CO₂, Balanced Energy"
Chile,3.658,18.554,81.446,18.554,264146071325.0,2,"Moderate CO₂, Balanced Energy"
Chile,3.738,21.083,78.917,21.083,278000705012.0,2,"Moderate CO₂, Balanced Energy"
Chile,3.88,21.915,78.085,21.915,293258343549.0,2,"Moderate CO₂, Balanced Energy"
Chile,4.227,18.572,81.428,18.572,305709457316.0,2,"Moderate CO₂, Balanced Energy"
Chile,4.19,20.647,79.353,20.647,314032357531.0,2,"Moderate CO₂, Balanced Energy"
Chile,3.878,21.976,78.024,21.976,306660166266.0,2,"Moderate CO₂, Balanced Energy"
Chile,4.153,18.941,81.059,18.941,321457401232.0,2,"Moderate CO₂, Balanced Energy"
Chile,4.499,17.672,82.328,17.672,338708860136.0,2,"Moderate CO₂, Balanced Energy"
Chile,4.545,17.976,82.024,17.976,359556383692.0,2,"Moderate CO₂, Balanced Energy"
Chile,4.621,18.024,81.976,18.024,371454072393.0,2,"Moderate CO₂, Balanced Energy"
Chile,4.343,19.519,80.481,19.519,378114271615.0,2,"Moderate CO₂, Balanced Energy"
Chile,4.531,21.0,79.0,21.0,386251266445.0,2,"Moderate CO₂, Balanced Energy"
Chile,4.612,19.341,80.659,19.341,393022253885.0,2,"Moderate CO₂, Balanced Energy"
Chile,4.533,21.426,78.574,21.426,398359518680.0,2,"Moderate CO₂, Balanced Energy"
Chile,4.469,23.426,76.574,23.426,414254051745.0,2,"Moderate CO₂, Balanced Energy"
Chile,4.791,22.541,77.459,22.541,417331966568.0,2,"Moderate CO₂, Balanced Energy"
Chile,4.139,24.874,75.126,24.874,391686945225.0,2,"Moderate CO₂, Balanced Energy"
Chile,4.298,23.421,76.579,23.421,437659188270.0,2,"Moderate CO₂, Balanced Energy"
Chile,4.385,26.079,73.921,26.079,448338105532.0,2,"Moderate CO₂, Balanced Energy"
China,0.692,4.006,95.994,4.006,896126805000.0,0,"Moderate CO₂, Fossil-heavy"
China,0.74,3.751,96.249,3.751,927339400000.0,0,"Moderate CO₂, Fossil-heavy"
China,0.605,3.595,96.405,3.595,933378350000.0,0,"Moderate CO₂, Fossil-heavy"
China,0.634,4.2,95.8,4.2,912372780000.0,0,"Moderate CO₂, Fossil-heavy"
China,0.758,3.509,96.491,3.509,1006175600000.0,0,"Moderate CO₂, Fossil-heavy"
China,0.981,2.832,97.168,2.832,1144004370000.0,0,"Moderate CO₂, Fossil-heavy"
China,1.077,2.89,97.11,2.89,1216237830000.0,0,"Moderate CO₂, Fossil-heavy"
China,1.122,3.038,96.962,3.038,1233564930000.0,0,"Moderate CO₂, Fossil-heavy"
China,1.142,3.217,96.783,3.217,1334375220000.0,0,"Moderate CO₂, Fossil-heavy"
China,1.142,3.53,96.47,3.53,1367631650000.0,0,"Moderate CO₂, Fossil-heavy"
China,1.291,3.298,96.702,3.298,1460733630000.0,0,"Moderate CO₂, Fossil-heavy"
China,1.318,3.175,96.825,3.175,1413710515000.0,0,"Moderate CO₂, Fossil-heavy"
China,1.421,3.039,96.961,3.039,1493489265000.0,0,"Moderate CO₂, Fossil-heavy"
China,1.561,2.597,97.403,2.597,1667551760000.0,0,"Moderate CO₂, Fossil-heavy"
China,1.574,2.832,97.168,2.832,1801380295000.0,0,"Moderate CO₂, Fossil-heavy"
China,1.52,3.357,96.643,3.357,1893783550000.0,0,"Moderate CO₂, Fossil-heavy"
China,1.48,3.829,96.171,3.829,1949955282000.0,0,"Moderate CO₂, Fossil-heavy"
China,1.585,4.164,95.836,4.164,2128597968000.0,0,"Moderate CO₂, Fossil-heavy"
China,1.646,4.544,95.456,4.544,2278862376000.0,0,"Moderate CO₂, Fossil-heavy"
China,1.767,4.253,95.747,4.253,2534000300000.0,0,"Moderate CO₂, Fossil-heavy"
China,1.884,4.184,95.816,4.184,2752673760000.0,0,"Moderate CO₂, Fossil-heavy"
China,1.953,4.086,95.914,4.086,2931538920000.0,0,"Moderate CO₂, Fossil-heavy"
China,2.059,4.008,95.992,4.008,3177306585000.0,0,"Moderate CO₂, Fossil-heavy"
China,2.174,4.072,95.928,4.072,3354463350000.0,0,"Moderate CO₂, Fossil-heavy"
China,2.171,4.209,95.791,4.209,3380560300000.0,0,"Moderate CO₂, Fossil-heavy"
China,2.153,4.45,95.55,4.45,3385121670000.0,0,"Moderate CO₂, Fossil-heavy"
China,2.237,4.168,95.832,4.168,3508948004345.0,0,"Moderate CO₂, Fossil-heavy"
China,2.306,4.157,95.843,4.157,3755037703201.0,0,"Moderate CO₂, Fossil-heavy"
China,2.434,4.483,95.47,4.53,4126169229667.0,0,"Moderate CO₂, Fossil-heavy"
China,2.559,4.668,94.923,5.077,4438753488140.0,0,"Moderate CO₂, Fossil-heavy"
China,2.747,5.239,94.415,5.585,4809999898743.0,0,"Moderate CO₂, Fossil-heavy"
China,2.843,4.849,94.785,5.215,5127589598793.0,0,"Moderate CO₂, Fossil-heavy"
China,2.83,5.057,94.577,5.423,5291338914515.0,0,"Moderate CO₂, Fossil-heavy"
China,2.682,5.119,94.524,5.476,5338703042331.0,0,"Moderate CO₂, Fossil-heavy"
China,2.817,4.893,94.742,5.258,5578503091801.0,0,"Moderate CO₂, Fossil-heavy"
China,2.87,5.336,94.269,5.731,5952682232028.0,0,"Moderate CO₂, Fossil-heavy"
China,2.912,6.251,93.36,6.64,6329737256820.0,0,"Moderate CO₂, Fossil-heavy"
China,3.185,5.922,93.569,6.431,6814493895929.0,0,"Moderate CO₂, Fossil-heavy"
China,3.735,5.001,94.25,5.75,7248623080792.0,3,"High CO₂, Fossil-heavy"
China,4.002,5.289,93.969,6.031,7830953177799.0,3,"High CO₂, Fossil-heavy"
China,4.49,5.239,94.08,5.92,8602939667333.0,3,"High CO₂, Fossil-heavy"
China,4.921,5.267,94.095,5.905,9489543138489.0,3,"High CO₂, Fossil-heavy"
China,5.261,5.407,93.932,6.068,10358206113742.0,3,"High CO₂, Fossil-heavy"
China,5.617,6.872,92.431,7.569,10799148337884.0,3,"High CO₂, Fossil-heavy"
China,5.871,6.56,92.76,7.24,11572544299171.0,3,"High CO₂, Fossil-heavy"
China,6.37,7.195,92.132,7.868,12858808500983.0,3,"High CO₂, Fossil-heavy"
China,6.999,6.697,92.579,7.421,13691526496125.0,3,"High CO₂, Fossil-heavy"
China,7.132,8.068,91.152,8.848,14773157494771.0,3,"High CO₂, Fossil-heavy"
China,7.21,8.474,90.679,9.321,15925464549520.0,3,"High CO₂, Fossil-heavy"
China,7.188,9.69,89.328,10.672,17103948867278.0,3,"High CO₂, Fossil-heavy"
China,7.061,10.278,88.48,11.52,18301224436466.0,3,"High CO₂, Fossil-heavy"
China,6.943,11.113,87.357,12.643,19545709173693.0,3,"High CO₂, Fossil-heavy"
China,7.08,11.666,86.629,13.371,20894362082435.0,3,"High CO₂, Fossil-heavy"
China,7.292,12.224,85.85,14.15,22294284747546.0,3,"High CO₂, Fossil-heavy"
China,7.526,12.786,85.048,14.952,23631941251482.0,3,"High CO₂, Fossil-heavy"
China,7.641,13.396,84.407,15.593,24151843898871.0,3,"High CO₂, Fossil-heavy"
China,7.911,14.195,83.496,16.504,26180600167672.0,3,"High CO₂, Fossil-heavy"
China,8.218,15.218,82.455,17.545,26966016991166.0,3,"High CO₂, Fossil-heavy"
Colombia,1.258,10.145,89.855,10.145,79917509398.0,0,"Moderate CO₂, Fossil-heavy"
Colombia,1.255,10.013,89.987,10.013,84161193205.0,0,"Moderate CO₂, Fossil-heavy"
Colombia,1.283,10.595,89.405,10.595,87712753351.0,0,"Moderate CO₂, Fossil-heavy"
Colombia,1.344,11.378,88.622,11.378,93093543070.0,0,"Moderate CO₂, Fossil-heavy"
Colombia,1.381,12.504,87.496,12.504,99003203125.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.363,12.704,87.296,12.704,105691074257.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.42,13.635,86.365,13.635,111964215234.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.44,13.096,86.904,13.096,120559379062.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.506,14.752,85.248,14.752,128657098324.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.594,14.975,85.025,14.975,136089666000.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.534,17.952,82.048,17.952,139249500000.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.592,18.102,81.898,18.102,145807684000.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.609,17.876,82.124,17.876,151869474000.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.665,19.64,80.36,19.64,164779725000.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.735,20.729,79.271,20.729,173587376000.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.692,21.708,78.292,21.708,180717966000.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.657,21.107,78.893,21.107,184572130000.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.671,21.932,78.068,21.932,186378548000.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.759,20.988,79.012,20.988,189368025000.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.701,23.13,76.87,23.13,196136136000.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.643,24.087,75.913,24.087,202554132000.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.632,26.574,73.426,26.574,214958400000.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.644,26.474,73.526,26.474,226482432000.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.675,27.958,72.042,27.958,235710466000.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.671,28.98,71.02,28.98,243368631000.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.753,31.201,68.799,31.201,253538201000.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.71,30.631,69.369,30.631,259415683485.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.817,23.802,76.198,23.802,270562880339.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.837,27.369,72.631,27.369,286025318326.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.907,29.116,70.884,29.116,300636179033.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.658,28.416,71.584,28.416,316101744239.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.635,30.151,69.849,30.151,322403822039.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.754,26.432,73.568,26.432,333997136300.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.735,25.565,74.435,25.565,335365604121.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.438,30.0,70.0,30.0,321583145089.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.438,28.239,71.761,28.239,330615619673.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.422,28.572,71.428,28.572,336096684249.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.374,30.439,69.561,30.439,344517683680.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.393,31.64,68.36,31.64,357889195415.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.308,31.689,68.311,31.689,376728225954.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.43,32.783,67.217,32.783,394076061209.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.463,30.936,69.064,30.936,420283862175.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.403,31.46,68.54,31.46,448731322364.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.531,31.267,68.733,31.267,464038717488.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.621,28.771,71.229,28.771,471326580093.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.685,27.404,72.596,27.404,489870174161.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.661,31.371,68.629,31.371,521323240921.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.721,29.023,70.977,29.023,541722649583.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.873,26.267,73.733,26.267,569534665242.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.977,25.308,74.692,25.308,595158021031.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.938,25.545,74.455,25.545,612750891790.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.931,24.363,75.637,24.363,625545111723.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.734,28.787,71.213,28.787,634046295892.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.852,27.908,72.092,27.908,650303209362.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.983,26.754,73.246,26.754,671028388046.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.823,27.111,72.889,27.111,622365414246.0,2,"Moderate CO₂, Balanced Energy"
Colombia,2.027,29.666,70.334,29.666,690925195330.0,2,"Moderate CO₂, Balanced Energy"
Colombia,1.729,28.384,71.616,28.384,742716953392.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.733,10.903,89.097,10.903,58374079130.0,0,"Moderate CO₂, Fossil-heavy"
Croatia,3.523,18.574,81.426,18.574,46751295520.0,2,"Moderate CO₂, Balanced Energy"
Croatia,3.425,15.173,84.827,15.173,41906545003.0,2,"Moderate CO₂, Balanced Energy"
Croatia,3.554,15.264,84.736,15.264,39138894948.0,2,"Moderate CO₂, Balanced Energy"
Croatia,3.434,18.019,81.981,18.019,42079800726.0,2,"Moderate CO₂, Balanced Energy"
Croatia,3.64,18.212,81.788,18.212,45617097590.0,2,"Moderate CO₂, Balanced Energy"
Croatia,3.8,23.558,76.442,23.558,48751845543.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.122,17.617,82.383,17.617,52770093719.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.283,17.157,82.843,17.157,54840833756.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.579,20.22,79.78,20.22,55058853604.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.543,18.794,81.206,18.794,57398794775.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.83,19.785,80.215,19.785,57633269426.0,2,"Moderate CO₂, Balanced Energy"
Croatia,5.09,15.94,84.06,15.94,61317061359.0,2,"Moderate CO₂, Balanced Energy"
Croatia,5.393,14.114,85.886,14.114,65731224853.0,2,"Moderate CO₂, Balanced Energy"
Croatia,5.302,18.938,81.062,18.938,69483828958.0,2,"Moderate CO₂, Balanced Energy"
Croatia,5.4,17.569,82.431,17.569,73522772944.0,2,"Moderate CO₂, Balanced Energy"
Croatia,5.444,16.644,83.356,16.644,78256427771.0,2,"Moderate CO₂, Balanced Energy"
Croatia,5.747,11.745,88.255,11.745,83591431787.0,0,"Moderate CO₂, Fossil-heavy"
Croatia,5.45,14.47,85.53,14.47,86620961215.0,2,"Moderate CO₂, Balanced Energy"
Croatia,5.046,18.759,81.241,18.759,81451695571.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.877,22.716,77.284,22.716,81303793822.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.816,14.713,85.287,14.713,82302805353.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.473,16.074,83.926,16.074,80383800465.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.337,25.559,74.441,25.559,80064089923.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.183,27.249,72.751,27.249,79720242860.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.253,21.651,78.349,21.651,81731110395.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.371,22.794,77.206,22.794,84640158587.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.587,19.346,80.654,19.346,87528490789.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.396,25.936,74.064,25.936,89979865983.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.47,23.27,76.73,23.27,93057982684.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.267,25.033,74.967,25.033,85073361985.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.434,28.683,71.317,28.683,96194363488.0,2,"Moderate CO₂, Balanced Energy"
Croatia,4.501,25.053,74.947,25.053,102284645672.0,2,"Moderate CO₂, Balanced Energy"
Cyprus,1.862,0.0,100.0,0.0,2850609941.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,1.992,0.0,100.0,0.0,3024385000.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,2.165,0.0,100.0,0.0,3435760939.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,2.554,0.0,100.0,0.0,3593772027.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,2.604,0.0,100.0,0.0,3928192557.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,2.63,0.0,100.0,0.0,4050213839.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,2.88,0.0,100.0,0.0,4575363509.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,3.639,0.0,100.0,0.0,4890776604.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,3.759,0.0,100.0,0.0,5016050893.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,2.908,0.0,100.0,0.0,4166472179.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,3.019,0.0,100.0,0.0,3374844000.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,3.758,0.0,100.0,0.0,3981887037.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,4.048,0.0,100.0,0.0,4610073788.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,4.232,0.0,100.0,0.0,4962457000.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,4.495,0.0,100.0,0.0,5452555880.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,4.773,0.0,100.0,0.0,5774561000.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,4.494,0.0,100.0,0.0,5950995135.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,4.533,0.0,100.0,0.0,6324783176.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,4.456,0.0,100.0,0.0,6661699071.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,4.497,0.0,100.0,0.0,7250067276.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,4.301,0.0,100.0,0.0,7589592356.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,4.853,0.0,100.0,0.0,7878650000.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,5.544,0.0,100.0,0.0,8435045112.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,5.478,0.0,100.0,0.0,9131655040.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,5.698,0.0,100.0,0.0,9870457157.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,5.896,0.0,100.0,0.0,10601790424.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,6.429,0.0,100.0,0.0,10802933313.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,6.798,0.0,100.0,0.0,11948250048.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,6.964,0.0,100.0,0.0,12173586499.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,7.097,0.0,100.0,0.0,13051263000.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,6.799,0.0,100.0,0.0,14530339515.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,7.061,0.0,100.0,0.0,14861081660.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,7.022,0.0,100.0,0.0,15384666855.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,7.213,0.0,100.0,0.0,16341391926.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,7.37,0.0,100.0,0.0,17289794170.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,7.499,0.0,100.0,0.0,18447964503.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,7.239,0.0,100.0,0.0,19289559263.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,7.308,0.0,100.0,0.0,20131146271.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,7.564,0.0,100.0,0.0,20821863547.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,7.65,0.007,99.993,0.007,21975893073.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,7.674,0.007,99.993,0.007,23006188640.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,7.761,0.012,99.988,0.012,24267407225.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,7.9,0.058,99.942,0.058,25673703212.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,7.966,0.588,99.412,0.588,26913613219.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,7.606,0.773,99.227,0.773,26682210733.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,7.157,1.095,98.905,1.095,27285556934.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,6.797,2.0,98.0,2.0,27627899267.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,6.231,2.771,97.229,2.771,26675451028.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,5.556,3.68,96.32,3.68,24918237857.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,5.766,3.369,96.631,3.369,24475580582.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,5.701,3.967,96.033,3.967,25312505108.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,5.941,3.794,96.206,3.794,26976335005.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,5.955,3.751,96.249,3.751,28523085691.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,5.764,3.984,96.016,3.984,30134014224.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,5.693,4.432,95.568,4.432,31800247242.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,5.301,6.388,93.612,6.388,30409793367.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,5.276,7.388,92.612,7.388,32428676744.0,0,"Moderate CO₂, Fossil-heavy"
Cyprus,5.311,7.765,92.235,7.765,34255009922.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,15.76,0.902,99.098,0.902,85688633425.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,16.494,0.606,99.394,0.606,90161721788.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,16.584,0.631,99.369,0.631,94933134863.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,16.569,0.536,99.464,0.536,99378514863.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,16.659,0.893,99.107,0.893,104186936984.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,17.316,0.856,99.144,0.856,110000271248.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,17.877,0.663,99.337,0.663,114359898556.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,18.307,0.874,99.126,0.874,118223719564.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,18.379,0.802,99.198,0.802,123116431801.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,17.819,0.994,99.006,0.994,124798624929.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,17.974,1.074,98.926,1.074,126921718828.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,17.753,0.93,99.07,0.93,126726010277.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,17.563,0.762,99.238,0.762,124767552965.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,17.578,0.754,99.155,0.845,126785025540.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,18.168,0.572,98.881,1.119,129617868735.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,17.917,0.736,98.209,1.791,132537133916.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,18.04,0.817,96.505,3.495,136190031570.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,17.827,1.05,94.392,5.608,139350917529.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,17.531,0.89,94.099,5.901,142237370686.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,16.726,0.719,93.849,6.151,144679286083.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,15.944,0.591,93.004,6.996,146168284839.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,14.449,0.609,92.606,7.394,130499462994.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,14.129,0.812,92.128,7.872,131496641304.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,13.578,0.91,91.751,8.249,133342958573.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,12.853,1.104,91.151,8.849,139002246482.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,12.764,1.445,91.552,8.448,149541611781.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,13.114,1.323,91.564,8.436,157900113788.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,12.737,1.379,91.409,8.591,158827904845.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,12.247,1.31,90.855,9.145,160364287569.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,11.381,1.629,90.086,9.914,164728010192.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,12.429,1.525,90.5,9.5,174309526192.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,12.428,1.618,89.964,10.036,181753179328.0,0,"Moderate CO₂, Fossil-heavy"
Czechia,12.109,1.884,87.534,12.466,187044887124.0,0,"Moderate CO₂, Fossil-heavy"
